uuid,input,output
0d711ddf90534c8f944fcd31bd4d4040,"[(83, 8), (89, 41), (77, 67), (51, 63), (51, 22), (47, 85), (40, 83), (54, 18), (20, 82), (52, 86), (18, 30), (61, 51), (13, 82)]","[(83, 8), (89, 41), (77, 67), (52, 86), (13, 82), (18, 30)]"
182464d648b149c49b5787b5c184fb85,"[(83, 60), (25, 72), (69, 63), (27, 10), (40, 24), (62, 33), (67, 68), (72, 46), (48, 86), (13, 21), (30, 36), (62, 42), (28, 70), (21, 71)]","[(83, 60), (48, 86), (21, 71), (13, 21), (27, 10), (62, 33)]"
b748bdc3647b483d871288a41b3d471f,"[(40, 0), (97, 23), (27, 71), (10, 56), (32, 64), (85, 16), (89, 45), (5, 99), (69, 65), (82, 16), (77, 8), (98, 25), (46, 5)]","[(69, 65), (5, 99), (10, 56), (40, 0), (77, 8), (97, 23), (98, 25), (89, 45)]"
3114cc490a874b558525a184293f8a04,"[(80, 29), (35, 13), (59, 24), (76, 68), (36, 61), (61, 82), (73, 7), (66, 52)]","[(35, 13), (73, 7), (80, 29), (76, 68), (61, 82), (36, 61)]"
491dbcb2f8b84f38bca1b410887bd738,"[(19, 47), (0, 77), (6, 88), (28, 81), (55, 9), (41, 21), (93, 76), (31, 95)]","[(55, 9), (93, 76), (31, 95), (6, 88), (0, 77), (19, 47), (41, 21)]"
ea3f2c40a856416eb071de18364c3312,"[(43, 56), (17, 3), (96, 92), (85, 17), (92, 0)]","[(17, 3), (92, 0), (96, 92), (43, 56)]"
7b6918124a0144d0aa01929b2c394656,"[(30, 67), (84, 22), (72, 96), (44, 49), (83, 1), (86, 37), (7, 17), (73, 55), (44, 76), (19, 49)]","[(86, 37), (72, 96), (30, 67), (19, 49), (7, 17), (83, 1)]"
5d811e5d700e405f957964899ede7aa5,"[(56, 25), (19, 3), (1, 0), (51, 84), (44, 24), (12, 55), (79, 13), (22, 50), (58, 51), (50, 26), (91, 64), (52, 90), (12, 96)]","[(12, 96), (1, 0), (79, 13), (91, 64), (52, 90)]"
229fecef14b84329a781e41212b80bc4,"[(4, 97), (36, 4), (61, 51)]","[(61, 51), (4, 97), (36, 4)]"
ffbf5125b9ea46538065800fcee3cb18,"[(96, 65), (74, 52), (35, 80), (51, 32), (61, 82), (59, 31), (37, 53), (52, 90), (36, 55), (86, 14), (21, 92), (88, 50), (44, 32), (48, 67), (76, 50), (98, 4), (51, 64), (60, 54), (45, 82), (51, 70)]","[(98, 4), (96, 65), (52, 90), (21, 92), (44, 32)]"
028d331e9cf646178af346f9b9d06d37,"[(75, 41), (91, 17), (15, 68), (1, 72), (97, 19)]","[(1, 72), (91, 17), (97, 19), (75, 41), (15, 68)]"
8b0115355bb8437b89641abae39aa111,"[(80, 50), (35, 94), (8, 94), (10, 22), (34, 65), (34, 9)]","[(34, 9), (80, 50), (35, 94), (8, 94), (10, 22)]"
4dde4858eb5744c6859a67a0a5e2b4fa,"[(17, 75), (65, 22), (86, 45), (8, 41), (20, 56), (62, 57), (13, 48), (32, 97), (99, 79), (41, 13), (77, 16), (39, 99), (47, 59)]","[(99, 79), (39, 99), (32, 97), (17, 75), (8, 41), (41, 13), (77, 16)]"
91a4d3ed125a4ae7bd24f384e718c98a,"[(94, 43), (21, 5), (77, 69), (6, 16), (27, 0), (18, 87), (45, 65), (81, 56), (61, 37), (31, 54), (90, 71), (21, 61), (95, 75), (72, 99)]","[(95, 75), (72, 99), (18, 87), (6, 16), (27, 0), (94, 43)]"
3ac7157fd1ff49f6bb1f6ba4f5e24b78,"[(36, 77), (93, 86), (83, 57), (41, 42), (58, 82), (75, 17), (7, 3), (14, 85), (27, 79), (50, 44), (69, 60), (8, 77), (52, 19), (68, 89), (46, 4), (80, 7)]","[(93, 86), (68, 89), (14, 85), (8, 77), (7, 3), (46, 4), (80, 7)]"
c65dc751df964b51a47f5eeb478b37ea,"[(85, 80), (18, 92), (63, 46), (99, 18), (95, 98), (25, 55), (32, 64), (81, 27), (77, 27), (27, 27)]","[(95, 98), (18, 92), (27, 27), (99, 18)]"
87dbbb6b0fa94915ac928481648be117,"[(42, 10), (18, 51), (84, 72)]","[(84, 72), (18, 51), (42, 10)]"
8c4e434ea89147639aa56afe42c76055,"[(79, 67), (34, 84), (66, 58), (33, 73), (70, 61), (31, 5), (37, 87), (1, 99), (12, 79), (92, 99), (93, 88), (37, 17), (53, 14), (16, 91), (56, 88)]","[(1, 99), (31, 5), (53, 14), (93, 88), (92, 99)]"
178db9ea60d541bcb57f5872fc3979df,"[(76, 47), (18, 14), (31, 97), (44, 54), (56, 97), (22, 68), (96, 82), (63, 41), (14, 32), (25, 67), (36, 1), (61, 90), (64, 56), (24, 21), (37, 19), (16, 90)]","[(16, 90), (14, 32), (18, 14), (36, 1), (76, 47), (96, 82), (56, 97), (31, 97)]"
dcb3e88468ca4a05a6e635293b717233,"[(81, 85), (11, 35), (1, 94), (47, 9), (47, 66), (11, 64), (58, 10), (15, 13), (99, 13), (90, 20)]","[(47, 9), (99, 13), (81, 85), (1, 94), (11, 35), (15, 13)]"
88b5ebf54523494690b7ed0f801de8f1,"[(32, 66), (79, 27), (33, 56), (25, 97), (70, 72), (33, 9), (56, 35), (27, 91), (79, 50), (48, 18), (45, 66)]","[(25, 97), (33, 9), (79, 27), (79, 50), (70, 72)]"
1490b1d60c3344dea35ea5bd25db8c4a,"[(75, 99), (97, 10), (41, 19), (34, 94), (77, 31), (37, 69), (78, 16), (67, 76), (8, 87), (68, 44), (32, 20), (38, 47)]","[(97, 10), (75, 99), (34, 94), (8, 87), (32, 20)]"
caea1addc90349e9be1a10d8ed74755b,"[(30, 58), (43, 67), (46, 20), (70, 13), (71, 63), (59, 37), (97, 59), (60, 14), (52, 35), (42, 56), (33, 23), (68, 58)]","[(70, 13), (97, 59), (71, 63), (43, 67), (30, 58), (33, 23), (60, 14)]"
d589cf4a113c4e75bb4533374d0cbf04,"[(47, 82), (37, 86), (81, 73), (81, 50), (25, 44)]","[(37, 86), (25, 44), (81, 50), (81, 73)]"
cf06e24173b84571a4a8cef326d7d579,"[(16, 72), (25, 73), (5, 38), (99, 33), (71, 31), (92, 77), (66, 80), (6, 81), (22, 65), (0, 72), (33, 83)]","[(99, 33), (92, 77), (66, 80), (33, 83), (6, 81), (0, 72), (5, 38), (71, 31)]"
c5d678ee348e40f896429c2ff9d3271c,"[(96, 56), (43, 21), (12, 42), (77, 67), (89, 27), (42, 33), (4, 91), (69, 37), (96, 3), (77, 25), (64, 98), (32, 56), (32, 64), (23, 76), (67, 12), (12, 13), (10, 3), (94, 77)]","[(96, 3), (96, 56), (94, 77), (64, 98), (4, 91), (10, 3)]"
bd6246ca3f1e43b1a38ed900147b99c4,"[(17, 79), (31, 34), (32, 35), (81, 92), (6, 30), (66, 37), (34, 41), (76, 50), (81, 88), (23, 69), (40, 33)]","[(17, 79), (6, 30), (40, 33), (66, 37), (76, 50), (81, 88), (81, 92)]"
2c7284fe0fed4612b2e8870ce6c607e7,"[(94, 58), (49, 69), (91, 65), (27, 17), (97, 61), (92, 81), (42, 58), (54, 4), (82, 96), (24, 55), (75, 59), (78, 81)]","[(54, 4), (97, 61), (92, 81), (82, 96), (24, 55), (27, 17)]"
f800983709694437b4c207b0ebf829d1,"[(68, 25), (33, 87), (7, 19), (12, 86), (16, 48), (82, 92)]","[(7, 19), (68, 25), (82, 92), (12, 86)]"
68e9c03d7f09422baf083fef8fedfd94,"[(80, 89), (28, 53), (91, 33), (96, 50), (39, 28), (83, 26), (65, 79), (93, 2), (39, 90), (12, 47), (33, 70), (9, 21), (99, 9), (39, 80), (69, 37), (13, 23), (75, 90)]","[(9, 21), (93, 2), (99, 9), (96, 50), (80, 89), (75, 90), (39, 90), (12, 47)]"
6b9a594b058c43b2b66a0698f80cf2d8,"[(66, 50), (29, 46), (37, 81), (39, 16), (25, 24), (48, 44), (18, 12), (58, 41), (80, 84)]","[(66, 50), (80, 84), (37, 81), (18, 12), (39, 16)]"
5291144a12a44efbb138f676354836bc,"[(36, 26), (95, 44), (12, 28), (5, 10), (13, 50), (45, 18), (98, 83), (79, 93), (37, 3), (35, 4), (96, 47), (9, 46), (40, 79), (14, 80), (3, 75), (17, 45), (43, 11), (70, 28), (87, 2)]","[(3, 75), (5, 10), (37, 3), (87, 2), (96, 47), (98, 83), (79, 93), (14, 80)]"
fa3a0d7bb079461c8c85e2c435dc2684,"[(71, 44), (70, 82), (15, 93), (91, 14), (93, 40), (99, 90), (5, 34), (4, 24)]","[(4, 24), (91, 14), (99, 90), (15, 93), (5, 34)]"
8329b5501f294d33aeff4a50e14598b7,"[(38, 0), (52, 97), (25, 12), (52, 97), (46, 27), (56, 28), (46, 70), (62, 12), (62, 63), (86, 32), (40, 65), (83, 59), (79, 17), (6, 85)]","[(52, 97), (6, 85), (25, 12), (38, 0), (79, 17), (86, 32), (83, 59)]"
61a0d6c18d1c4b93809c695bc9de629d,"[(36, 88), (91, 31), (21, 4), (52, 8), (63, 57), (38, 96), (98, 76), (85, 24), (47, 27), (59, 19), (71, 37), (38, 73), (86, 66), (76, 45), (16, 78), (9, 27), (25, 28), (93, 14)]","[(98, 76), (38, 96), (16, 78), (9, 27), (21, 4), (52, 8), (93, 14)]"
fcb20f5b093640e0a303503b940a4662,"[(40, 55), (63, 9), (80, 18), (32, 51), (71, 76), (5, 50), (95, 50), (17, 78), (1, 12), (74, 97), (91, 32), (98, 25), (33, 93), (66, 23), (30, 23), (10, 44), (6, 90), (0, 85), (11, 51), (64, 99)]","[(0, 85), (1, 12), (63, 9), (98, 25), (95, 50), (74, 97), (64, 99), (6, 90)]"
b7321f1d9f1c4ec492c9851719115b45,"[(13, 40), (43, 76), (14, 3), (21, 83), (36, 56), (47, 87), (21, 23), (43, 92), (2, 2), (3, 71), (68, 93), (37, 72), (33, 50), (29, 96), (43, 87), (84, 74), (38, 20)]","[(3, 71), (2, 2), (14, 3), (38, 20), (84, 74), (68, 93), (29, 96)]"
dd8d60552aea481f8be9c517c52b0deb,"[(83, 76), (72, 51), (79, 54), (41, 25), (54, 25), (40, 4), (64, 22), (83, 54), (87, 98), (70, 89), (84, 39), (6, 42), (66, 98), (18, 56), (87, 22), (31, 69)]","[(6, 42), (40, 4), (87, 22), (87, 98), (66, 98), (31, 69), (18, 56)]"
25218acc820f49aaab47a6e71751424b,"[(91, 13), (9, 80), (82, 96), (26, 58), (6, 89)]","[(82, 96), (6, 89), (9, 80), (26, 58), (91, 13)]"
35b5f503909945199e5d3b936291c9df,"[(28, 58), (12, 21), (68, 56), (9, 72), (72, 68), (57, 74), (34, 11), (41, 5), (64, 48), (16, 71), (89, 64), (47, 36), (83, 30), (30, 68), (34, 1)]","[(83, 30), (89, 64), (57, 74), (9, 72), (12, 21), (34, 1), (41, 5)]"
c95220e4cc9442b7abe37cf831fcc69c,"[(67, 2), (30, 41), (37, 50), (22, 61), (96, 88), (82, 45), (43, 59), (58, 45), (11, 93), (58, 28), (90, 69), (5, 97), (83, 25), (86, 96), (56, 92), (68, 93), (91, 73), (45, 69), (77, 20), (69, 88)]","[(5, 97), (30, 41), (67, 2), (83, 25), (96, 88), (86, 96)]"
5a260a022b484c32ae351d202e59632d,"[(44, 52), (66, 58), (27, 10), (25, 67), (58, 11), (16, 8), (32, 17), (94, 77), (47, 85), (5, 40), (40, 9), (18, 10), (26, 22), (47, 93), (27, 86), (46, 93), (35, 97), (23, 74), (56, 71), (10, 78)]","[(58, 11), (94, 77), (47, 93), (35, 97), (10, 78), (5, 40), (16, 8), (40, 9)]"
de978ebacc014e79bb2c27e54f48d716,"[(54, 82), (99, 76), (70, 1), (24, 9), (72, 86), (51, 2), (2, 60), (39, 57), (46, 76), (41, 21), (13, 90), (20, 6), (65, 36)]","[(70, 1), (99, 76), (72, 86), (13, 90), (2, 60), (20, 6), (51, 2)]"
852155c76f89400a9b75348e9174386d,"[(60, 45), (58, 18), (64, 36), (12, 96), (48, 9)]","[(12, 96), (48, 9), (58, 18), (64, 36), (60, 45)]"
cb64e47065174639aeabed63c9b59d63,"[(31, 18), (26, 21), (74, 48), (18, 17), (61, 84), (9, 77)]","[(9, 77), (18, 17), (31, 18), (74, 48), (61, 84)]"
7a96e3a9ba5948ca9bbc9f585dac73fa,"[(95, 99), (87, 46), (85, 53), (78, 5), (98, 22), (20, 45), (30, 52), (84, 84), (70, 40), (61, 62)]","[(95, 99), (20, 45), (78, 5), (98, 22)]"
85f34476b0174131a933e70c513b745f,"[(51, 16), (19, 94), (45, 60), (21, 22), (37, 89), (84, 27), (55, 41), (23, 83), (89, 30), (25, 42), (78, 58), (79, 33), (55, 21), (45, 74), (16, 4), (8, 34), (74, 23), (21, 64)]","[(19, 94), (8, 34), (16, 4), (74, 23), (84, 27), (89, 30), (78, 58), (37, 89)]"
f9aa85e4db594b54a10b2f9bed43f577,"[(78, 54), (65, 20), (73, 2), (19, 56), (64, 87), (3, 93), (45, 49), (41, 59), (43, 34), (25, 36), (65, 93), (48, 3), (24, 59), (1, 27), (11, 83), (47, 35), (79, 4), (23, 92), (94, 51)]","[(3, 93), (1, 27), (48, 3), (73, 2), (79, 4), (94, 51), (65, 93)]"
73017f67d7f34a5bbbaa5259ab3185f0,"[(9, 49), (76, 75), (21, 1), (29, 1), (49, 34), (67, 82), (70, 84), (83, 41), (24, 6), (29, 40), (26, 87), (78, 88), (57, 24), (99, 96)]","[(9, 49), (21, 1), (29, 1), (83, 41), (99, 96), (26, 87)]"
a7190def6ba245869030103d9683e129,"[(39, 26), (90, 60), (51, 65), (73, 65), (4, 39), (65, 12), (26, 92), (93, 21), (31, 91), (93, 6), (37, 85), (18, 22), (91, 87), (47, 32), (32, 88), (55, 98), (11, 31), (59, 32)]","[(93, 21), (91, 87), (55, 98), (26, 92), (4, 39), (18, 22), (93, 6)]"
be99acbb85c1480bbb6c5f13840cdd96,"[(29, 89), (38, 42), (56, 52), (80, 86), (68, 66), (66, 33), (46, 51), (30, 56), (93, 10), (39, 50), (9, 99), (55, 35), (90, 1), (70, 86), (37, 78)]","[(90, 1), (93, 10), (80, 86), (9, 99), (30, 56), (38, 42)]"
e3970e2785974419a909bd6137d08144,"[(72, 51), (22, 32), (63, 35), (65, 64)]","[(65, 64), (22, 32), (63, 35), (72, 51)]"
24bb0595117b4ce591937c1d3c9340ed,"[(54, 48), (91, 66), (64, 12), (74, 62)]","[(54, 48), (64, 12), (91, 66), (74, 62)]"
a2d20c893c0544ee9a0e06c35d8f80b0,"[(80, 79), (67, 82), (41, 39), (78, 12), (85, 25), (76, 38), (93, 3), (12, 4), (58, 31), (73, 85), (91, 65), (97, 55), (37, 71), (46, 16), (59, 71)]","[(12, 4), (93, 3), (97, 55), (91, 65), (80, 79), (73, 85), (37, 71)]"
92fc55d907ae45c09e2b0c47cff66f35,"[(89, 1), (75, 86), (99, 69), (57, 43), (66, 43), (77, 36), (3, 40), (75, 36), (1, 52), (96, 77), (67, 37), (8, 45), (49, 41), (8, 57), (37, 72), (49, 89)]","[(89, 1), (99, 69), (96, 77), (75, 86), (49, 89), (1, 52), (3, 40)]"
1c6a86be7d8e48d6abde7165213542d6,"[(5, 73), (36, 9), (4, 56), (79, 46), (58, 35), (71, 95), (23, 63), (34, 72)]","[(79, 46), (71, 95), (5, 73), (4, 56), (36, 9)]"
ef2e0107fe6d47b1aa0740bb47d859da,"[(56, 68), (69, 4), (95, 70), (15, 76), (88, 68), (86, 43), (6, 25), (38, 64), (77, 85), (18, 4)]","[(15, 76), (6, 25), (18, 4), (69, 4), (86, 43), (95, 70), (77, 85)]"
191b38e9f83f42fe99c741da657f7e1d,"[(36, 79), (60, 67), (26, 84), (62, 82), (62, 62), (29, 56), (30, 13)]","[(62, 82), (26, 84), (30, 13), (62, 62)]"
3cc3cd785a4c493cabfdad88445b427f,"[(80, 39), (5, 72), (66, 94), (57, 44), (12, 35), (4, 12), (21, 68), (65, 88), (27, 61), (30, 89), (67, 36), (0, 67)]","[(0, 67), (4, 12), (80, 39), (66, 94), (30, 89), (5, 72)]"
fec941e0d67a4bbf80678559e5d17bf2,"[(99, 28), (2, 40), (84, 39), (36, 1), (84, 97), (13, 67), (32, 37)]","[(99, 28), (84, 97), (13, 67), (2, 40), (36, 1)]"
046e8967803845429a902caea10f040f,"[(95, 98), (67, 90), (3, 38), (35, 47)]","[(67, 90), (3, 38), (35, 47), (95, 98)]"
6964c1961d7a414f9048d573f64c8449,"[(65, 47), (97, 64), (51, 48), (94, 2), (15, 55), (62, 42), (43, 78), (26, 88), (52, 82)]","[(15, 55), (94, 2), (97, 64), (52, 82), (26, 88)]"
b9dbe63a1bc54fc082df3f788c766b45,"[(6, 61), (3, 69), (94, 56), (54, 23), (78, 99), (95, 57), (22, 50), (16, 3), (17, 45), (10, 27), (17, 62)]","[(78, 99), (3, 69), (10, 27), (16, 3), (54, 23), (94, 56), (95, 57)]"
ed1ee448baed402c96916be5ffdf666c,"[(5, 49), (41, 49), (10, 99), (63, 35), (92, 96), (55, 76), (12, 48)]","[(10, 99), (5, 49), (63, 35), (92, 96)]"
1a12f5e51d214ad582fdef3214a9bd9e,"[(3, 41), (65, 2), (93, 42), (98, 72)]","[(98, 72), (3, 41), (65, 2), (93, 42)]"
81e6c5c3ca9e4029a0e95ca7f371ae78,"[(4, 28), (42, 73), (62, 96), (81, 49), (58, 58), (19, 69), (53, 42), (76, 61), (10, 83), (68, 32), (6, 65), (5, 48)]","[(81, 49), (62, 96), (10, 83), (6, 65), (5, 48), (4, 28), (68, 32)]"
96ae85b0832d4e25b1ab2ec61f4b00e2,"[(13, 98), (4, 39), (86, 1), (52, 14)]","[(13, 98), (4, 39), (52, 14), (86, 1)]"
a0ec338c6bc7411a91b90da256730226,"[(80, 37), (77, 48), (47, 62), (18, 6), (47, 98), (45, 34), (26, 96), (7, 39), (26, 55), (57, 78), (42, 38)]","[(7, 39), (18, 6), (80, 37), (77, 48), (47, 98), (26, 96)]"
19d34aadedd84c06b6d53fe8ce386eef,"[(49, 39), (19, 15), (39, 68), (67, 41), (65, 64), (49, 88), (34, 90), (6, 20), (87, 93), (93, 52), (44, 10), (73, 90), (26, 84), (24, 32), (53, 38), (77, 28), (93, 87), (12, 30), (66, 44)]","[(26, 84), (6, 20), (19, 15), (44, 10), (77, 28), (93, 52), (93, 87), (87, 93), (34, 90)]"
53ba0f62471c4821b7813c31b73964b5,"[(87, 85), (10, 37), (87, 43), (93, 29), (3, 79), (12, 43), (81, 51), (97, 17), (36, 87), (68, 82), (65, 0), (61, 97), (9, 99), (71, 30), (29, 34), (56, 42)]","[(65, 0), (97, 17), (87, 85), (61, 97), (9, 99), (3, 79), (10, 37)]"
b568bea12bcb4191b90aef17cafba383,"[(25, 23), (37, 55), (53, 44), (36, 21), (83, 76), (66, 27), (71, 38), (10, 19), (18, 61)]","[(18, 61), (10, 19), (36, 21), (66, 27), (71, 38), (83, 76)]"
761187ae079547368fb4ff0666e2bbc9,"[(17, 35), (32, 78), (37, 95), (69, 48), (44, 98), (84, 11), (72, 6), (1, 66), (32, 86), (30, 30), (65, 88), (35, 16), (76, 82), (33, 14), (37, 35), (11, 98), (93, 2), (92, 3)]","[(11, 98), (1, 66), (17, 35), (33, 14), (72, 6), (93, 2), (76, 82), (65, 88), (44, 98)]"
0d1f9ef1b42448e3806fc609f6e13bf2,"[(71, 16), (1, 34), (83, 28), (67, 89), (87, 17), (3, 83), (90, 46), (99, 60), (74, 13), (67, 77), (22, 32), (22, 6), (65, 59), (13, 19), (62, 22), (80, 52), (13, 3)]","[(99, 60), (67, 89), (3, 83), (1, 34), (13, 3), (74, 13), (87, 17)]"
b01aa8da24ff487987e70ddc6e31c30c,"[(23, 1), (96, 30), (78, 71), (3, 89), (42, 61), (18, 98), (99, 96), (12, 16), (81, 3), (70, 50), (78, 5)]","[(23, 1), (81, 3), (96, 30), (99, 96), (18, 98), (3, 89), (12, 16)]"
aa0da8c3994e419daf4c651c15e33c6a,"[(53, 18), (43, 52), (88, 36), (85, 38), (87, 85), (50, 28), (80, 16), (64, 28), (8, 7)]","[(88, 36), (87, 85), (43, 52), (8, 7), (80, 16)]"
6931ff290383493f8e4a76e8c7b66b4a,"[(46, 12), (54, 14), (14, 37), (90, 45), (46, 10), (7, 48), (84, 22), (81, 45)]","[(90, 45), (7, 48), (14, 37), (46, 10), (84, 22)]"
556cdea1c97f44c099e17dc1b5f7ea39,"[(34, 2), (36, 79), (86, 26), (85, 9), (76, 67), (68, 5), (44, 99), (6, 42), (31, 52), (34, 23), (35, 51), (0, 24)]","[(0, 24), (34, 2), (68, 5), (85, 9), (86, 26), (76, 67), (44, 99), (6, 42)]"
41b73ca29ae34d73b92336dda5612b54,"[(77, 62), (32, 29), (23, 57), (36, 23), (80, 21), (99, 26), (9, 32), (39, 97), (61, 31)]","[(39, 97), (9, 32), (36, 23), (80, 21), (99, 26), (77, 62)]"
56bf0690263e4065a436f05117b51fd0,"[(27, 5), (1, 92), (95, 7), (90, 87), (63, 0), (50, 40), (37, 4), (55, 40), (39, 57)]","[(63, 0), (95, 7), (90, 87), (1, 92), (27, 5)]"
0bd54a12516a471eb76f01ec76fbea09,"[(61, 5), (45, 50), (60, 72), (47, 30), (77, 44), (59, 44)]","[(61, 5), (77, 44), (60, 72), (45, 50), (47, 30)]"
4bb977136c074cca87383fcd24ba6f8f,"[(48, 27), (86, 87), (80, 80), (78, 30), (5, 98), (10, 88), (99, 44), (84, 62), (28, 46), (6, 69), (52, 11), (60, 65), (35, 26), (84, 51), (93, 19), (84, 88)]","[(99, 44), (86, 87), (84, 88), (5, 98), (6, 69), (35, 26), (52, 11), (93, 19)]"
24c7e2f510e3417da9707a083fe2f6fa,"[(52, 24), (76, 41), (95, 40), (49, 17), (66, 22), (28, 70)]","[(95, 40), (28, 70), (49, 17), (66, 22)]"
014bb3932cd44b9bbee869ea808418f4,"[(1, 44), (35, 6), (91, 25), (67, 35), (59, 9), (10, 32), (20, 79), (0, 54), (17, 25), (63, 75), (9, 36), (91, 64), (44, 95), (96, 99), (13, 62), (66, 17)]","[(91, 25), (96, 99), (44, 95), (20, 79), (0, 54), (1, 44), (10, 32), (35, 6), (59, 9)]"
f848cf11e46141938f772e6b03d77ca8,"[(38, 30), (74, 77), (7, 24), (61, 92), (42, 70), (26, 63), (1, 84), (17, 10), (76, 3), (90, 68), (95, 86), (43, 27), (94, 80)]","[(17, 10), (76, 3), (94, 80), (95, 86), (61, 92), (1, 84), (7, 24)]"
32e9ca18c604456994af7503c0a89b5a,"[(82, 49), (51, 27), (12, 99), (88, 72), (37, 50), (7, 49), (51, 71), (76, 67), (65, 74), (73, 86)]","[(12, 99), (7, 49), (51, 27), (82, 49), (88, 72), (73, 86)]"
37b9472c4c504f40bf547a8661fa5e98,"[(14, 7), (99, 86), (82, 40), (51, 15), (77, 27), (2, 6), (82, 67), (70, 78)]","[(2, 6), (14, 7), (51, 15), (77, 27), (82, 40), (99, 86), (70, 78)]"
dfe59717a1d24c909ffd19f07b0e0fe8,"[(23, 89), (16, 69), (48, 40)]","[(16, 69), (48, 40), (23, 89)]"
1823e79bbe1947bdaf2843a3b2c3ff57,"[(34, 66), (77, 34), (39, 8), (83, 86), (87, 46), (45, 97), (52, 72), (15, 53), (68, 83), (31, 29)]","[(45, 97), (15, 53), (39, 8), (77, 34), (87, 46), (83, 86)]"
51e832463f954579b666b0d4a241d461,"[(14, 71), (85, 89), (22, 69), (99, 47), (86, 89), (69, 12), (45, 41), (26, 8), (35, 72), (32, 90), (84, 46)]","[(14, 71), (26, 8), (69, 12), (99, 47), (86, 89), (32, 90)]"
9400e1d7a1614012b51532ff86a0e019,"[(74, 85), (50, 3), (72, 61), (75, 43)]","[(50, 3), (75, 43), (74, 85)]"
bff8ff754cfa40ccb4f17d9470870b80,"[(96, 13), (3, 89), (15, 82), (4, 39), (5, 69), (46, 14)]","[(15, 82), (3, 89), (4, 39), (46, 14), (96, 13)]"
6e8f7bf9cb6a4141b8763505ba423358,"[(58, 48), (44, 52), (74, 15), (43, 23), (79, 78), (15, 49), (23, 8), (63, 32), (16, 33), (62, 17), (81, 3), (40, 21), (97, 56), (53, 75)]","[(81, 3), (97, 56), (79, 78), (53, 75), (15, 49), (16, 33), (23, 8)]"
948aa0ccc3b14eea94097c1111f95269,"[(32, 79), (25, 91), (90, 30), (93, 98), (52, 66), (6, 14), (95, 96), (79, 16), (9, 15), (89, 79), (97, 46)]","[(25, 91), (6, 14), (79, 16), (90, 30), (97, 46), (95, 96), (93, 98)]"
170b6d8ff9f3459782ffab2dc1dfe370,"[(93, 27), (52, 10), (21, 16), (25, 12), (76, 47), (75, 52), (33, 44), (64, 49), (46, 22), (43, 64), (99, 10), (20, 25), (40, 11), (28, 79), (21, 31), (14, 67), (82, 98)]","[(99, 10), (82, 98), (28, 79), (14, 67), (21, 16), (25, 12), (52, 10)]"
b359c09af0e84fe68ffab42740976b83,"[(78, 43), (94, 19), (68, 34), (40, 55), (25, 21), (31, 78), (38, 54), (6, 17), (25, 25)]","[(6, 17), (94, 19), (78, 43), (31, 78)]"
ce03cd1bacb04658b968c417481d0fd9,"[(53, 46), (63, 32), (90, 99), (6, 68), (1, 73), (69, 79), (45, 94), (51, 94), (86, 31), (66, 46), (17, 69), (54, 40), (25, 71), (78, 94), (46, 67), (51, 80), (95, 27), (99, 40)]","[(99, 40), (90, 99), (45, 94), (1, 73), (6, 68), (63, 32), (95, 27)]"
a077f3800879413ba05ce4445062be2f,"[(38, 37), (15, 51), (33, 71), (77, 49)]","[(33, 71), (15, 51), (38, 37), (77, 49)]"
8e6942e664cd435596c1e930e2dd54a0,"[(64, 37), (76, 13), (11, 15), (8, 58), (95, 91), (96, 39), (40, 17)]","[(95, 91), (8, 58), (11, 15), (76, 13), (96, 39)]"
7cf6647dd05a47fc8c14c9d7e1dd9179,"[(90, 42), (59, 52), (19, 2), (44, 4), (19, 23), (53, 37), (76, 77), (83, 29), (41, 19), (50, 37), (50, 94), (36, 46), (43, 39), (98, 22)]","[(98, 22), (76, 77), (50, 94), (19, 23), (19, 2), (44, 4)]"
aa51ba81ce1447ef9bc53424d2561afd,"[(16, 11), (86, 51), (86, 48)]","[(86, 51), (16, 11), (86, 48)]"
faa7f8c78e3f42d79bfb364bc2006bda,"[(24, 6), (11, 78), (48, 44), (52, 92), (44, 41), (37, 88), (80, 57), (24, 98), (64, 52)]","[(11, 78), (24, 6), (80, 57), (52, 92), (24, 98)]"
8c7f7f9f7b5544a896888961237fc54b,"[(28, 37), (6, 36), (24, 73), (22, 70), (2, 83), (8, 54), (43, 36), (36, 96), (52, 58), (7, 30), (47, 7), (67, 71), (34, 16), (72, 8), (68, 69), (24, 59), (69, 55), (77, 84)]","[(72, 8), (77, 84), (36, 96), (2, 83), (6, 36), (7, 30), (47, 7)]"
f8f3bb43ffb54a4e802058dc02b047f0,"[(14, 94), (3, 21), (21, 67), (7, 79), (48, 61), (2, 27), (37, 56)]","[(48, 61), (14, 94), (7, 79), (2, 27), (3, 21)]"
4435fe8aee284de8968b431c16b31f0d,"[(55, 20), (76, 4), (38, 64), (81, 92), (4, 94), (78, 39), (46, 30), (7, 55), (73, 44), (1, 50)]","[(1, 50), (76, 4), (78, 39), (81, 92), (4, 94)]"
80469c9524624649b763af4c90c8bc08,"[(24, 35), (85, 4), (17, 83), (71, 70), (26, 54), (34, 24), (59, 73), (52, 63), (67, 8), (23, 96), (73, 82), (94, 87), (21, 14)]","[(85, 4), (94, 87), (23, 96), (17, 83), (21, 14)]"
